,0,14,30,6,18,34,7,8,15,35,36,37,38,39,40,41,42,43
0,165.69950488898235,163.99278294892463,167.85111973152743,194.83380369026463,193.76631019871277,196.48474805289902,164.66955159159602,166.38666252322128,162.80111736211938,194.40629101304754,196.50651428931153,194.35598613111637,166.656952211747,158.55677459709614,173.73831352375703,164.9310447307612,157.28857734948156,171.87088736266105
1,179.26396926448285,166.26235230255656,183.86771664367114,179.34105880837387,178.01645979446425,184.38012243598214,177.63604700342353,181.95968782807955,173.4642664177511,181.46156863845815,184.6278438106,181.18017789700406,184.9229847778343,165.74842451422217,188.9072653581877,184.88104774400773,164.0533493045,191.06048570756485
2,183.16063010329654,168.3682732042264,188.21359591581952,174.16779450040713,172.58817356505824,180.3429953752521,181.56971845581978,185.02280797791104,176.70921099384964,175.9293870713318,178.39319261976266,176.97550698749194,193.132689072463,165.5603846700866,195.70924417236074,192.88815281355957,164.84524654244296,197.11105014454273
3,184.94390029131443,170.94362036660993,188.9015697887968,172.3911023298749,170.25178725274782,178.13644323310132,183.0639224197208,187.00897997994994,176.93973070133143,172.21061922126512,173.5134136179123,174.18334194901854,198.72588308297296,164.28573380733042,199.85984282191026,197.42758644316748,165.17881207526762,200.47734403664185
4,185.4032113065496,174.16344889659922,189.34599429229388,171.6381046112541,169.24967152728163,177.50274857660304,184.75679187513904,191.13629765977907,181.46386834443652,168.48253909945026,168.90992764180328,173.29231816162292,204.25523246267593,163.68621730898406,203.55332282884672,205.07188354633635,166.0978013698225,204.48866004910613
5,185.53325807186437,179.29450477823775,189.2353272940042,171.34745525757364,169.10778807089332,176.75715767131123,187.75931008259462,195.3530776188179,185.76572037090398,163.94386975037355,163.64325927461186,173.19013694799287,210.59839001558885,166.3585674101506,210.40198827540343,206.32543676889287,170.3075480513353,206.24370985321485
6,186.1043247660741,184.15822875149397,189.5552804107422,171.0075317723389,169.19889134296068,176.15273003501227,190.52412787276515,198.7090153527764,190.37081858532125,159.9346124434378,158.01045152837776,172.82597237340178,211.01990830652701,171.50363673858374,211.3264868176582,206.39261028822693,175.68358302350043,207.20297101434136
7,187.754673663245,189.62249886928856,191.6017921995077,169.30304339573945,167.93510394121495,173.15604210520655,194.08887695650665,202.4673096319019,195.91616075351544,156.52214499446268,153.9528993419808,171.05735685208003,210.64988006906995,180.1130309728819,211.02523203100964,206.56800396748736,182.9436533399737,207.16911123597896
8,193.82890264001986,197.49089799774796,196.75270418673256,163.26213388621568,162.59674552721322,165.51481317359116,200.83884153842712,207.13060256841646,203.22847759053408,153.31944283975326,151.34654768511467,164.6631327420398,209.55086063363012,189.93265971174714,209.93381762148405,207.59555237343008,194.29483718190585,207.54673058199307
9,210.57621878687385,210.8696520892119,211.0061993467872,149.35804892580495,149.93845148288307,148.99791724538886,211.3886427780444,214.59385853914105,212.4240092078338,149.4935605090452,148.69957138034374,149.6416059597775,207.78017836501874,204.66097969786765,208.32484789971159,209.37291903118586,206.1564712622988,211.1074313998839
