,2,23,31,3,10,44,4,21,33,9,11,20,45,46,47
0,159.2280834166304,157.80826549876485,154.13675578443417,160.90429088783912,158.2636471001672,153.75742325791248,158.8666914449118,158.7058315523259,154.68419340378148,159.06792230985536,156.9835408230906,153.34398779739684,157.5827600140192,153.6074835873419,158.07438550550228
1,177.80712701993468,175.1619646965412,169.98627426256462,183.31785673428374,185.85643036230815,179.2334234835098,176.67988860441028,176.6208235363065,169.3106371250136,179.91352615871597,181.99880731226332,170.0574807779417,175.58590304577842,162.18402669616955,180.6079304763883
2,187.36549479059414,184.10354011743277,179.02727939721842,192.40950263058448,195.0497496747541,192.54266512245994,187.3164740354718,185.84588063808502,176.00104949986803,188.46300312122696,188.61765283819534,182.51011207646337,183.02557256649143,166.73123741938514,195.2557478912769
3,195.7037854326951,191.45657259667001,186.24952265939538,201.1185962385876,201.56572316646913,206.08771194567726,197.336124263461,193.66421203951262,182.06545402509755,195.17262959075757,193.20091782067828,192.86230705326068,189.33620168835702,170.9662714659579,205.80088341632091
4,202.34766823811103,198.07126499078583,193.99270383925034,207.9409571733761,207.28239094959488,219.52327356469132,205.13492614879647,200.06170880634713,187.64955322426889,201.09818471005377,197.5210981386494,201.72764636257332,195.35550669714155,175.6412991186403,212.23049288487672
5,205.3051764661727,203.7888705305406,201.46629968298697,211.00486496443315,210.4186289186604,223.6831087329829,208.65002824110968,202.99241990034022,191.94236239196502,206.08028853778276,202.45705194733432,207.26520537373852,200.72060571215374,181.13632230552795,215.5182116891457
6,206.72143611396015,207.6725777571448,207.11636723375594,211.82358457027976,212.19333519282344,225.68754745872667,210.7058230290242,204.80917259019276,196.4293933196162,209.4751202495281,206.33656615635923,211.39435948743625,204.52736555295627,187.69200334111625,216.9334049259526
7,207.42792552551418,209.27209921587254,209.58799464875477,213.11326978475321,213.3212136840481,225.52003373713637,211.56636908865116,206.08983329285047,200.46771330312143,212.527670079729,209.63281342090008,214.9406464408944,207.89877546056817,194.976121897231,218.96433963202847
8,208.61782657588765,209.1900546047021,210.57168004034702,214.51504778696932,214.28102171105357,225.4606379411652,211.64698656339274,208.10781609702795,206.25415443345153,215.28888671685365,213.9674533144809,218.12825113021262,210.30646473783975,202.09075750074106,216.38783046540266
9,211.86269797763518,211.01196809325592,213.2926887447088,217.71508431835593,217.8416045984249,221.93360366384005,212.09324395295226,211.35938962850818,213.39613144080454,219.2140229409531,221.1019798446137,222.52327226290492,212.81458522071154,214.3942709393646,211.79577517700417
